"1259881689239.txt";"TRANSCRIPTION: die Servicemitarbeiterin war sehr freundlich hat kompetent gewirkt [breath] hat die Störung sofort aufgenommen und entsprechend weiter gegeben und ich war soweit sehr zufrieden damit";3;;
"1259885769829.txt";"TRANSCRIPTION: man hat mich gar nicht bedient man hat mich einfach aus der Leitung geschmissen";"a";;
"1259889730179.txt";"TRANSCRIPTION: was ich mir wünsche dass die Mitarbeiter in den neuen Bundesländern besser geschult werden das beste Beispiel war *gerade* mal wieder Callcenter in Bonn hervorragend geschult ein Gespräch vor circa vierzehn Tagen mit *dem* Callcenter Magdeburg Note ungenügend das sollte Ihnen zu denken geben danke [pause] weiter";"d";;
"1259898250620.txt";"TRANSCRIPTION: weiter";0;;
"1259906651153.txt";"TRANSCRIPTION: [fragment] [pause] weiter";0;;
"1259910492686.txt";"TRANSCRIPTION: [breath] ich habe mit gar keinem Mitarbeiter gesprochen";"a";;
"1259910492984.txt";"TRANSCRIPTION: ja hallo @hes@ das war aber *ein* nettes Gespräch mit Ihrer Kundenberaterin eine sehr sympathische nette junge Stimme und ganz klar in der Ansage danke";0;;
"1259911093028.txt";"TRANSCRIPTION: weiter [breath]";0;;
"1259911093273.txt";"TRANSCRIPTION: [breath] mit Ihrer Servicekraft am Telefon war ich sehr zufrieden [breath] allerdings ist das Netz noch nicht so ausgebaut mein Sohn zieht jetzt um und kann kein pay TV haben @hes@ das ärgert uns sehr";3;;
"1259911093334.txt";"TRANSCRIPTION: die Mitarbeiterin war sehr sehr nett ich bin unbeholfen und kenne mich nicht gut aus und die war wirklich sehr nett und freundlich kann mich nicht beklagen super Service";"d";;
"1259911213398.txt";"TRANSCRIPTION: ((diese)) @hes@ Bewertung möchte ich sagen ich war sehr sehr zufrieden mit dem Kollegen der hier dran war [breath] er hat mir sehr viel weiter geholfen und @hes@ ich kann nur ihn weiter empfehlen danke";0;;
"1259911213590.txt";"TRANSCRIPTION: äußerst zufrieden";0;;
"1259911213642.txt";"TRANSCRIPTION: danke die Beratung war sehr gut mir wurde geholfen weiter [pause] weiter";0;;
"1259911573688.txt";"TRANSCRIPTION: tja [garbage]";0;;
"1259911573892.txt";"TRANSCRIPTION: [garbage] weiter [garbage]";0;;
"1259911693926.txt";"TRANSCRIPTION: weiter";0;;
"1259911694160.txt";"TRANSCRIPTION: [vocal] Frau [nachn] hat mich sehr kompetent und freundlich beraten ich danke für dieses Gespräch";0;;
"1259911694198.txt";"TRANSCRIPTION: [vocal] weiter";0;;
"1259911814259.txt";"TRANSCRIPTION: ich kann keine Beurteilung abgeben wenn ich das Gespräch noch gar nicht hatte ich warte auf den Mitarbeiter der mir zugesagt wurde";"a";;
"1259912054484.txt";"TRANSCRIPTION: ich war sehr aufgeregt aber die Dame hat mich sehr sehr beruhigt gleich am Anfang an hat sie mir meine Aufregung genommen ich war sehr zufrieden muss ich so sagen wie *es* ist *nicht* also ich kann mich ja manchmal vor Aufregung gar nicht so ausdrücken was ich möchte aber sie hat's geschafft mich zu beruhigen und das ist viel wert";0;;
"1259912054713.txt";"TRANSCRIPTION: ((nein)) also ich möchte mich @hes@ dazu äußern das Gespräch also ich war sehr zufrieden und @hes@ war also sehr freundlich der Mann am Telefon also sehr entgegenkommend nochmals recht herzlichen Dank";0;;
"1259912174792.txt";"TRANSCRIPTION: das Gespräch wurde einfach unterbrochen ich bin noch nicht *mal* dazu gekommen zu hören was die Frau [nachn] gesagt hat und ich habe dann diese Befragung gehabt die auch zu meinen Kosten geht und das finde ich recht unverschämt";"b";;
"1259912295049.txt";"TRANSCRIPTION: @hes@ das Gespräch war kurz bündig gut @hes@ ich mein' zielführend @hes@ bin ganz zufrieden";0;;
"1259912295407.txt";"TRANSCRIPTION: ja @hes@ [breath] ich rufe an bei Telekom um @hes@ Fragen zu stellen und Antwort zu bekommen ich rufe nicht an um auf irgendwelche Leitungen umgeschaltet zu werden erstmal lange warten und dann irgendwelche Fragen gestellt zu bekommen und [breath] man darf dann auch wieder Fragen stellen solche Dinge mag ich nicht ich mag eben Frage und Antwort wie *es* in einem normalen Geschäftsbetrieb wäre wenn bei mir *ein* Kunde anruft [fragment] kann ich auch nicht sagen oder ihn auf *eine* lange *Warteschleife* schicken [breath] und @hes@ dann @hes@ irgendwas vorspielen oder was ich muss ihm möglichst schnell Antwort geben ich warte jetzt bestimmt schon zwei Minuten das wär's erstmal [breath]";"e";"a";
"1259912295457.txt";"TRANSCRIPTION: [fragment] [pause] weiter";0;;
